[columnnames]
sats,time,lat,long,velocity,heading,height,FixType,accelX,accelY,accelZ,accelSqrt,gyroX,gyroY,gyroZ,magX,magY,magZ,mDirection,Time_ms
016,041700.00,797.88741,-6054.216408,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887404,-6054.216408,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887398,-6054.216408,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887392,-6054.216402,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887386,-6054.216402,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887374,-6054.216396,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887368,-6054.21639,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887362,-6054.21639,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887356,-6054.216384,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88735,-6054.216384,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887344,-6054.216378,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887344,-6054.216378,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887338,-6054.216378,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887332,-6054.216372,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887326,-6054.216372,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88732,-6054.216366,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887314,-6054.216366,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887308,-6054.21636,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887302,-6054.21636,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887296,-6054.216354,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88729,-6054.216354,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887284,-6054.216348,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887278,-6054.216348,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887272,-6054.216342,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887266,-6054.216342,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88726,-6054.216342,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887254,-6054.216336,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887248,-6054.216336,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887242,-6054.21633,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887236,-6054.21633,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88723,-6054.216324,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887224,-6054.216324,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887218,-6054.216318,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887212,-6054.216318,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887206,-6054.216312,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.8872,-6054.216312,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887194,-6054.216312,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887188,-6054.216306,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887182,-6054.216306,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887176,-6054.2163,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88717,-6054.2163,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887164,-6054.216294,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887158,-6054.216294,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887152,-6054.216288,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887146,-6054.216288,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88714,-6054.216282,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887134,-6054.216282,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887128,-6054.216282,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887122,-6054.216276,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887116,-6054.216276,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88711,-6054.21627,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887104,-6054.21627,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887098,-6054.216264,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887092,-6054.216264,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887086,-6054.216258,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88708,-6054.216258,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887074,-6054.216252,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887068,-6054.216252,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887062,-6054.216246,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887056,-6054.216246,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88705,-6054.216246,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887044,-6054.21624,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887038,-6054.21624,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887032,-6054.216234,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887026,-6054.216234,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887026,-6054.216228,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88702,-6054.216228,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887014,-6054.216222,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887008,-6054.216222,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.887002,-6054.216216,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886996,-6054.216216,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88699,-6054.216216,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886984,-6054.21621,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886978,-6054.21621,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886972,-6054.216204,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886966,-6054.216204,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88696,-6054.216198,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886954,-6054.216198,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886948,-6054.216192,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886942,-6054.216192,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886936,-6054.216186,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88693,-6054.216186,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886924,-6054.216186,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886918,-6054.21618,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886912,-6054.21618,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886906,-6054.216174,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.8869,-6054.216174,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886894,-6054.216168,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886888,-6054.216168,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886882,-6054.216162,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886876,-6054.216162,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88687,-6054.216156,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886864,-6054.216156,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886858,-6054.21615,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886852,-6054.21615,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886846,-6054.21615,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88684,-6054.216144,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886834,-6054.216144,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886828,-6054.216138,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886822,-6054.216138,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886816,-6054.216132,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88681,-6054.216132,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886804,-6054.216126,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886798,-6054.216126,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886792,-6054.21612,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886786,-6054.21612,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88678,-6054.21612,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886774,-6054.216114,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886768,-6054.216114,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886762,-6054.216108,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886756,-6054.216108,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88675,-6054.216102,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886744,-6054.216102,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886738,-6054.216096,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886732,-6054.216096,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886726,-6054.21609,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88672,-6054.21609,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886714,-6054.21609,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886708,-6054.216084,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886702,-6054.216084,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886702,-6054.216078,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886696,-6054.216078,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88669,-6054.216072,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886684,-6054.216072,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886678,-6054.216066,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886672,-6054.216066,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886666,-6054.21606,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88666,-6054.21606,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886654,-6054.216054,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886648,-6054.216054,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886642,-6054.216054,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886636,-6054.216048,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88663,-6054.216048,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886624,-6054.216042,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886618,-6054.216042,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886612,-6054.216036,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886606,-6054.216036,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.8866,-6054.21603,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886594,-6054.21603,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886588,-6054.216024,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886582,-6054.216024,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886576,-6054.216024,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88657,-6054.216018,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886564,-6054.216018,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886558,-6054.216012,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886552,-6054.216012,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886546,-6054.216006,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88654,-6054.216006,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886534,-6054.216,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886528,-6054.216,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886522,-6054.215994,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886516,-6054.215994,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88651,-6054.215988,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886504,-6054.215988,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886498,-6054.215988,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886492,-6054.215982,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886486,-6054.215982,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88648,-6054.215976,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886474,-6054.215976,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886468,-6054.21597,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886462,-6054.21597,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886456,-6054.215964,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.88645,-6054.215964,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886444,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886438,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
016,041700.00,797.886432,-6054.215958,0.072,234.987,3.533,3,0,0,0,0,0,0,0,0,0,0,0,0
