Section,sats,time,lat,long,velocity,afr,heading,height,FixType,accelX,accelY,accelZ,accelSqrt,gyroX,gyroY,gyroZ,magX,magY,magZ,mDirection,Time_ms
Practice,016,041702.00,797.81574,-6054.25479,0.155,8.981808621176022,58.299,5.93,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.05,797.81574,-6054.254796,0.122,8.832888959559066,58.299,5.934,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.10,797.815746,-6054.254796,0.058,8.798434584759857,58.299,5.956,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.15,797.815746,-6054.254796,0.191,8.885148238694855,58.299,5.968,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.20,797.815746,-6054.254796,0.097,9.209492899932465,58.299,5.971,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.25,797.815746,-6054.254796,0.144,9.146649180341312,58.299,5.973,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.30,797.815746,-6054.254796,0.248,8.878231779807681,58.299,5.96,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.35,797.815752,-6054.254796,0.22,8.288743897025876,58.299,5.974,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.40,797.815746,-6054.254802,0.176,8.469875731391102,58.299,5.956,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.45,797.815746,-6054.254802,0.212,8.918847745608847,58.299,5.965,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.50,797.815752,-6054.254802,0.083,9.165305021047365,58.299,5.99,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.55,797.815752,-6054.254802,0.086,9.058437120928062,58.299,5.994,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.60,797.815752,-6054.254802,0.101,8.725508068424006,58.299,5.991,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.65,797.815752,-6054.254802,0.079,8.694687871092242,58.299,5.986,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.70,797.815752,-6054.254808,0.18,8.86461294972588,58.299,6.017,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.75,797.815752,-6054.254808,0.18,9.15615303135292,58.299,6.006,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.80,797.815752,-6054.254808,0.119,8.56225094019811,58.299,6.0,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.85,797.815752,-6054.254808,0.13,8.912133835115707,58.299,6.004,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.90,797.815752,-6054.254808,0.108,9.062539481943364,58.299,6.014,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041702.95,797.815752,-6054.254808,0.148,9.352573597335624,58.299,6.011,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.00,797.815752,-6054.254808,0.13,8.779980753835797,58.299,5.993,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.05,797.815752,-6054.254808,0.115,9.326836686041029,58.299,5.998,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.10,797.815752,-6054.254814,0.101,9.280152023308545,58.299,6.023,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.15,797.815758,-6054.254814,0.241,9.12807311194032,58.299,6.037,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.20,797.815758,-6054.254808,0.227,8.654746928531457,58.299,6.039,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.25,797.815758,-6054.254814,0.115,8.627210319699795,58.299,6.026,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.30,797.815758,-6054.254814,0.126,9.114343197283846,58.299,6.021,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.35,797.815758,-6054.254814,0.191,8.429182610132827,58.299,6.036,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.40,797.815758,-6054.254814,0.094,9.246003775441425,58.299,6.042,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.45,797.815758,-6054.25482,0.176,10.081955216124413,58.299,6.051,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.50,797.815758,-6054.25482,0.05,8.905694734312627,58.299,6.036,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.55,797.815758,-6054.25482,0.151,8.52053072228594,58.299,6.042,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.60,797.815758,-6054.25482,0.086,8.71369327413648,58.299,6.055,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.65,797.815758,-6054.25482,0.04,8.818817622951771,58.299,6.049,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.70,797.815758,-6054.25482,0.061,9.29790477118598,58.299,6.057,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.75,797.815764,-6054.254826,0.137,8.753210540175164,58.299,6.07,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.80,797.815764,-6054.254826,0.184,8.484067682009245,58.299,6.062,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.85,797.815764,-6054.25482,0.216,9.340140345011397,58.299,6.049,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.90,797.815764,-6054.254826,0.13,9.229116532572833,58.299,6.063,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041703.95,797.815764,-6054.254826,0.083,8.638187347081807,58.299,6.063,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.00,797.815764,-6054.254832,0.209,8.613675596534756,58.299,6.071,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.05,797.81577,-6054.254832,0.158,9.367840097263914,58.299,6.081,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.10,797.815764,-6054.254826,0.083,9.02903686531668,58.299,6.082,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.15,797.815764,-6054.254832,0.216,9.309883446439734,58.299,6.087,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.20,797.81577,-6054.254832,0.162,8.952688020358389,58.299,6.068,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.25,797.81577,-6054.254832,0.151,8.925517516439069,58.299,6.063,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.30,797.81577,-6054.254832,0.209,8.641132977161355,58.299,6.07,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.35,797.81577,-6054.254832,0.054,8.715033189964519,58.299,6.074,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.40,797.81577,-6054.254832,0.13,9.426771136817298,58.299,6.087,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.45,797.815764,-6054.254832,0.209,9.027505646393038,58.299,6.101,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.50,797.81577,-6054.254832,0.101,9.370376935699477,58.299,6.113,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.55,797.815764,-6054.254832,0.209,9.118525934303545,58.299,6.124,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.60,797.81577,-6054.254838,0.104,9.414340308014602,58.299,6.108,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.65,797.81577,-6054.254838,0.23,8.800914802961376,58.299,6.092,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.70,797.815776,-6054.254838,0.382,8.988145786634833,58.299,6.123,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.75,797.81577,-6054.254832,0.216,9.395012587539304,58.299,6.135,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.80,797.815776,-6054.254838,0.036,9.196492028164444,58.299,6.132,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.85,797.81577,-6054.254838,0.133,8.544293175697963,58.299,6.116,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.90,797.81577,-6054.254838,0.194,9.081910674100344,58.299,6.12,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041704.95,797.81577,-6054.254838,0.176,8.966030953615078,58.299,6.126,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.00,797.815776,-6054.254838,0.05,9.365890009462477,58.299,6.136,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.05,797.81577,-6054.254838,0.032,9.151433985380809,58.299,6.146,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.10,797.81577,-6054.254838,0.137,8.47771329435622,58.299,6.153,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.15,797.81577,-6054.254844,0.076,8.545429820342056,58.299,6.138,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.20,797.815776,-6054.25485,0.342,8.71363722012765,58.299,6.149,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.25,797.815776,-6054.254844,0.22,8.963697092041091,58.299,6.146,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.30,797.815776,-6054.254844,0.173,8.910823986481889,58.299,6.149,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.35,797.815776,-6054.254844,0.101,9.118633291470431,58.299,6.154,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.40,797.815776,-6054.254844,0.094,9.40200848073953,58.299,6.167,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.45,797.815776,-6054.25485,0.086,8.822185057853384,58.299,6.169,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.50,797.815776,-6054.25485,0.216,8.992534654034118,58.299,6.15,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.55,797.815776,-6054.25485,0.043,8.827265725166754,58.299,6.167,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.60,797.815776,-6054.254844,0.22,9.06826811143475,58.299,6.177,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.65,797.815776,-6054.25485,0.104,10.004737431639814,58.299,6.185,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.70,797.815782,-6054.254856,0.259,8.72921249005046,58.299,6.175,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.75,797.815782,-6054.254856,0.162,8.515998096748053,58.299,6.179,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.80,797.815782,-6054.254856,0.036,9.320071975075232,58.299,6.195,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.85,797.815776,-6054.25485,0.166,8.686899752550538,58.299,6.198,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.90,797.815782,-6054.254856,0.054,8.430644558456354,58.299,6.188,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041705.95,797.815776,-6054.25485,0.238,8.628508511561895,58.299,6.187,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.00,797.815776,-6054.25485,0.18,8.761932294607591,58.299,6.205,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.05,797.815782,-6054.254856,0.209,8.267158853082645,58.299,6.21,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.10,797.815776,-6054.254856,0.065,9.274827261752268,58.299,6.199,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.15,797.815782,-6054.254862,0.23,9.093186311050601,58.299,6.182,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.20,797.815782,-6054.254862,0.162,9.491953466545032,58.299,6.21,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.25,797.815782,-6054.254862,0.068,8.976248870991094,58.299,6.21,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.30,797.815782,-6054.254856,0.14,9.23480299541575,58.299,6.21,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.35,797.815782,-6054.254862,0.079,9.094148053726821,58.299,6.212,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.40,797.815782,-6054.254862,0.09,9.033460304370633,58.299,6.214,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.45,797.815782,-6054.254868,0.324,8.691565097196992,58.299,6.237,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.50,797.815782,-6054.254868,0.234,8.887179066004544,58.299,6.236,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.55,797.815776,-6054.254868,0.256,8.946977028642761,58.299,6.234,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.60,797.815782,-6054.254862,0.292,9.320427794200251,58.299,6.249,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.65,797.815782,-6054.254862,0.115,9.109208613596957,58.299,6.249,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.70,797.815788,-6054.254868,0.18,9.01330571551275,58.299,6.243,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.75,797.815788,-6054.254868,0.097,8.882909343948949,58.299,6.226,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.80,797.815782,-6054.254874,0.137,9.394312012182747,58.299,6.221,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.85,797.815782,-6054.254868,0.187,9.470508036130111,58.299,6.232,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.90,797.815788,-6054.254868,0.209,8.586753403179625,58.299,6.247,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041706.95,797.815788,-6054.254868,0.072,9.350335583301643,58.299,6.251,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.00,797.815782,-6054.254874,0.166,8.771118653453064,58.299,6.253,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.05,797.815788,-6054.254874,0.061,9.322743688032418,58.299,6.257,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.10,797.815788,-6054.254874,0.068,8.62808736740639,58.299,6.246,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.15,797.815788,-6054.254874,0.025,9.076422660760379,58.299,6.254,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.20,797.815788,-6054.254874,0.148,8.90625954993592,58.299,6.267,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.25,797.815788,-6054.254874,0.043,8.967518157868772,58.299,6.265,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.30,797.815788,-6054.25488,0.104,8.85454130506203,58.299,6.28,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.35,797.815788,-6054.25488,0.101,8.976089918147068,58.299,6.283,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.40,797.815788,-6054.254874,0.144,8.999615581157517,58.299,6.28,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.45,797.815788,-6054.25488,0.061,8.626418651123176,58.299,6.281,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.50,797.815794,-6054.25488,0.184,9.125065272557817,58.299,6.292,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.55,797.815788,-6054.25488,0.05,9.150251958799968,58.299,6.299,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.60,797.815794,-6054.25488,0.144,8.774089211401998,58.299,6.29,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.65,797.815788,-6054.25488,0.14,9.176394875850821,58.299,6.302,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.70,797.815788,-6054.254886,0.068,9.492126131578916,58.299,6.293,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.75,797.815788,-6054.25488,0.205,9.38217030803034,58.299,6.307,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.80,797.815788,-6054.25488,0.158,9.523782263289608,58.299,6.311,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.85,797.815788,-6054.254886,0.065,9.147682853492322,58.299,6.298,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.90,797.815788,-6054.254886,0.126,8.877151689304746,58.299,6.31,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041707.95,797.815788,-6054.254886,0.058,9.011735259025741,58.299,6.308,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.00,797.815788,-6054.254892,0.198,9.157457374103382,58.299,6.318,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.05,797.815782,-6054.254886,0.18,9.442985571113082,58.299,6.294,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.10,797.815788,-6054.254886,0.148,9.601316477639429,58.299,6.308,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.15,797.815782,-6054.254892,0.122,8.59359930150705,58.299,6.322,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.20,797.815782,-6054.254892,0.166,8.60334223337804,58.299,6.335,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.25,797.815788,-6054.254898,0.209,9.50531387049872,58.299,6.332,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.30,797.815788,-6054.254898,0.036,8.622523919567232,58.299,6.323,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.35,797.815782,-6054.254892,0.299,8.76488349334284,58.299,6.351,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.40,797.815782,-6054.254898,0.14,8.894616824961103,58.299,6.331,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.45,797.815782,-6054.254898,0.14,9.410580303471562,58.299,6.327,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.50,797.815782,-6054.254892,0.263,8.488050968656527,58.299,6.34,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.55,797.815782,-6054.254892,0.259,9.100786450382683,58.299,6.351,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.60,797.815776,-6054.254892,0.162,8.991404765051852,58.299,6.375,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.65,797.815776,-6054.254892,0.205,8.970405408260895,58.299,6.36,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.70,797.815782,-6054.254898,0.13,8.899791209747217,58.299,6.369,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.75,797.815782,-6054.254898,0.209,9.261405950343846,58.299,6.341,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.80,797.815782,-6054.254892,0.158,9.020016822612794,58.299,6.376,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.85,797.815782,-6054.254892,0.151,9.313693493024692,58.299,6.374,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.90,797.815782,-6054.254898,0.072,9.112668871031019,58.299,6.389,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041708.95,797.815782,-6054.254898,0.202,8.754657947767084,58.299,6.35,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.00,797.815788,-6054.254898,0.101,9.038548139757609,58.299,6.345,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.05,797.815782,-6054.254904,0.119,9.038248845331891,58.299,6.321,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.10,797.815788,-6054.254904,0.148,9.265038851951902,58.299,6.315,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.15,797.815794,-6054.254892,0.508,8.649652939338795,58.299,6.346,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.20,797.815788,-6054.254898,0.079,9.219453586054861,58.299,6.36,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.25,797.815788,-6054.254904,0.245,9.268648631977563,58.299,6.342,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.30,797.815788,-6054.254904,0.176,9.382562509019644,58.299,6.347,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.35,797.815782,-6054.25491,0.277,9.60405974540024,58.299,6.354,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.40,797.815788,-6054.254904,0.058,8.548005119370186,58.299,6.351,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.45,797.815782,-6054.254904,0.212,9.30952370418792,58.299,6.364,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.50,797.815782,-6054.254904,0.162,9.288880248057863,58.299,6.353,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.55,797.815788,-6054.254904,0.079,8.34910567191404,58.299,6.355,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.60,797.815788,-6054.254904,0.101,8.440853257715203,58.299,6.346,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.65,797.815788,-6054.25491,0.133,9.214746720066803,58.299,6.341,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.70,797.815788,-6054.254904,0.072,8.786515368053665,58.299,6.356,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.75,797.815794,-6054.254904,0.295,8.433344857919915,58.299,6.359,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.80,797.815794,-6054.254904,0.238,8.973933145933739,58.299,6.358,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.85,797.815794,-6054.254904,0.248,9.203136692967053,58.299,6.368,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.90,797.815788,-6054.254904,0.292,9.235875546166978,58.299,6.388,3,0,0,0,0,0,0,0,0,0,0,0,0
Practice,016,041709.95,797.815788,-6054.254904,0.299,8.99158152382639,58.299,6.387,3,0,0,0,0,0,0,0,0,0,0,0,0
